,No.,Tweet,Label,Words,Notes,Contributor
680,681.0,Stop by and visit the Tazewell County Pregnancy Resource Center’s stand today at the Pekin Farmers Market!  It’s a beautiful day to come down for lunch outdoors and have a look around. We hope to see you... https://t.co/6qi9M3lRLh,Business,,Business,
681,682.0,Farmers market in Davenport opens back up Saturday morning☀️☀️,Business,,Business,
682,683.0,"@JaneHirt I'll be at a farmers market tomorrow EARLY to make sure I get mine.🌽
I was shutout at Arlington Heights last Saturday. I'll drive up to the Harvard farmstand if I have to.😂",Not Business,,,
683,684.0,"Sun-soakin’ bulges in the shade (peaches), now available! 🍑! (@ Downtown Bloomington Farmers' Market in Bloomington, IL) https://t.co/QMGWD7FIQd https://t.co/z3XBkYJ258",Business,,Business,
684,685.0,Your opinion matters and we want your feedback! Please take a minute to share your thoughts on the Downtown Crystal Lake Farmers Market!  Open to ALL--including those that don't… https://t.co/6iO4YtABOy,Not Business,,,
685,686.0,"Mike McNeil, a legendary Farmers' Market artist,  has an art show opening tomorrow at Ryburn Place in Normal. Check it out! https://t.co/cEubTjLnwQ",Business,,Business,
686,687.0,"It's National Farmers Market Week and we are proud to have Cedillo's Fresh Produce growing at our Eat to Live Incubator Farm in Chicago. To support Eat to Live, and our other programs, join us at our Harvest Moon Dinner on 9/13! https://t.co/lO6e5mrZoP #nationalfarmersmarketweek https://t.co/2RKD3ECjZ9",Business,,Business,
687,688.0,Friday Night Concerts & Farmers Market Back on the Square for the Season https://t.co/fxjSic0gsH https://t.co/QemkHTSFaA,Not Business,concerts,,
688,689.0,I got to be a judge in the 2nd Annual Oak Park Farmer's Market Pie Bake-Off! I'm wearing the judge's ribbon for the rest of the day and will judge you all accordingly. #pie #OakPark @oakparkeats #farmersmarket  @OakPark https://t.co/MLMJy8qnCN,Not Business,"judge, bake-off",,
689,690.0,Good night 💤 Annie 💫 @txstarkeeper hope you sell everything at your Farmers Market🍐🧀 https://t.co/7teSXbPcpL,Not Business,"sell, everything",,
690,691.0,Lake Barrington farmers market returns https://t.co/tKX2yVYqA3,Business,,Business,
691,692.0,"I'm at Division Street Farmers Market in Chicago, IL https://t.co/pALuu8PW5q https://t.co/9atJdXUOSE",Business,,Business,
692,693.0,We are at the Fox Lake Farmers Market today til 8:00. Come try a slice of the wood fired pan pizza! https://t.co/li3MqVa6Op,Business,,Business,
693,694.0,I bought my yogamat for .002 bitcoin at the farmers market.,Not Business,bitcoin,,
694,695.0,PHOTOS: Woodstock Farmer's Market opens for season https://t.co/56bLYhg0K3 https://t.co/77hQrwN2UP,Business,,Business,
695,696.0,The Andersonville farmers market only exists for cruising,Not Business,cruising,,
696,697.0,Take advantage of your local #FarmersMarket to get healthier fruits and veggies - https://t.co/QOTFbeIy4T https://t.co/t55hDRBZSx,Business,,Business,
697,698.0,Roselyn wants to share some Amber Grain Bushels with you in FarmVille! https://t.co/pFVKa4WoPk,Business,,Business,
698,699.0,A baked potato thickens this corn soup and pickled jalapenos give it a spicy kick.  https://t.co/wPfDE7NBsV,Not Business,,,
699,700.0,Watch @elder_tina's broadcast: Homewood Farmers Market Address https://t.co/OlBQCO6gdg,Not Business,,,
700,701.0,"@SeattleEine @wisebread I've negotiated at flea markets before, but didn't know you can do that at farmers markets, thanks for the tip! #WBChat",Not Business,negotiated,,
701,702.0,"The 61st St. Farmer’s Market is indoors this Saturday, from 9am-2pm! Tour @10:30! @61market #diabetes #freshproduce 
https://t.co/E3qgZB352D",Business,,Business,
702,703.0,This Craft Nation has invaded! — at South Haven Farmers Market https://t.co/UFMWiu7T4n,Business,,Business,
703,704.0,Clarendon Hills Farmers Market on #Yelp: Sour cherries https://t.co/TxdtlONdsr,Not Business,,,
704,705.0,#HealthTip: Choose your local farmers market to help out your local economy. https://t.co/HSX72mziAC https://t.co/X06nFKtvve,Business,,Business,
705,706.0,Some food stamp recipients may soon lose access to farmers market benefits https://t.co/gGfNJEspjG,Not Business,"lose, benefits, stamps",,
706,707.0,Grayslake Farmers' Market Tour: https://t.co/SXJznbtpkO via @YouTube,Business,,Business,
707,708.0,#michigan asparagus @ opening day of #Chicago #FarmersMarket season #localfood https://t.co/BaPU89huUX,Business,,Business,
708,709.0,Woodstock Farmers Market Summer Market Opening Soon https://t.co/iakgi2udNT,Business,,Business,
709,710.0,Perfect weather for The Hyde Park Farmers Market! #GetFreshThurs https://t.co/glT8KRRcH9,Business,,Business,
710,711.0,.@BenUFO's cousin bout to rock this farmers market #b2b #dayparty https://t.co/3WrUZm6vYi,Not Business,,,
711,712.0,Again today at the awesome Ravenswood Farmers Market. Come for some refreshing cold brew and nitro. #blackfodder @ Ravenswood Farmers Market https://t.co/633LRvrSXX,Business,,Business,
712,713.0,#HealthTip: Visit your local #FarmersMarket to to be #healthy with fresher veggies. https://t.co/IiAI1BMdG7 https://t.co/BEA9eYAEHb,Not Business,"health, fresher",,
713,714.0,Opening day!! Come out to the parking lot next to First Baptist Church for the first day of the Main Street Farmers Market!!,Business,,Business,
714,715.0,Upcoming Event: Hinsdale Farmers Market 2018 Season - 7/9/2018  https://t.co/BeJBKEczrx,Business,,Business,
715,716.0,"Mike Felten has a show on 10/13/2018 at 10:00 AM @ Park Ridge Farmers Market in Park Ridge, IL https://t.co/Je9mpOTQ9X https://t.co/FXJ105SSSK",Business,,Business,
716,717.0,@plantchicago Farmers Market is underway.  Waffles anyone? @ Whiner Beer Company https://t.co/idK2JhBr5l,Business,,Business,
717,718.0,Village of Lake Barrington Farmers’ Market  Opens for 2018 Season https://t.co/98bEhK0fY7,Business,,Business,
718,719.0,"Stop by and see us at the Old Capitol Farmers Market! We are on the corner of Fourth and Adams streets. You can enter for a chance to win a NutriBULLET Pro, nine-piece set; two 24-oz. Tervis Tumblers; two Yeti... https://t.co/Ka4hBaagt2",Business,,Business,
719,720.0,"Tomorrow's Concert ""28 Days"" music starts at 7:30 pm at the William E. Brook Entertainment Center, 900 Skidmore, Antioch.
Don't forget about the Farmers Market, at the bandshell. 3:00 pm - 7:00 pm 
Come to the Market, Stay for the Music. https://t.co/gDJSsT4cXW",Business,,Business,
720,721.0,"Get on over to @Northcenter to visit their #farmersmarket! Find out more info in the StreetWise Farmer's Market Guide, OUT NOW! https://t.co/vEUisCnCXX",Business,,Business,
721,722.0,"Back in the Bay, cherries from the farmers market, Anchor steam and a clam chowder (not pictured)...what more do you need?.....a placement! https://t.co/CWF4pSpOqk",Not Business,cherries,,
722,723.0,"Farmers’ Market farmers know how to treat their animals. At the market, you’ll find meats, eggs, and cheeses that come from animals who have grazed on green grass and eaten natural diets. Animals who are free of... https://t.co/0Wwg7g7kfb",Not Business,"animals, meats, eggs, cheeses",,
723,724.0,"This Week’s Schedule:

Wednesday 3-7 pm Farmers Market at St. John's - Naperville, Illinois

Thursday 3-7 pm 95th Street #FarmersMarket - Naperville, Illinois @ Naperville Public Library’s 95th Street Branch... https://t.co/lvoB5e5TRO",Not Business,,business,
724,725.0,We’ll be in #downtownelginil this Friday at 5:30-7pm for the farmers market on Grove Ave. Come check it out! It’s gotten great reviews: https://t.co/7VXMumoU4q,Not Business,,business,
725,726.0,Today was an amazing showing for peace villages first ever farmers market!@mcl_katiekunkel @mcl_katiekunkel @bethebenchmark https://t.co/k178qWy0wf,Not Business,show,,
726,727.0,"We went to visit the Low-line farmers market this evening to see our friends @farinataproject and cookieyumchi   
.
We were hopeful to be able to participate in the market this summer too,… https://t.co/6NgHbGFPAR",Not Business,"visit, see friends",,
727,728.0,Farmers Market oh yaaaaas 🌻,Not Business,yaaaaas,,consummers
728,729.0,A couple more pics from last night at the Elgin Farmers Market.,Not Business,,,consummers
729,730.0,"The annual Friends of the Farmers' Market recruitment night is set for 7:30-8:30 pm next Tues., May 8 at @oakparklibrary. This informal orientation session is intended for anyone interested in volunteering/learning more about the #OakPark Farmers' Market. https://t.co/mIGxkAVIUZ https://t.co/SWVOUETOFz",Not Business,"volunteering, learning, recruitment, friends",,
730,731.0,Tune in to @WCIA3 this morning at 9 for Champaign Farmers Market updates from Sarah! https://t.co/xtll9F1zzp,Not Business,,,consummers
731,732.0,"Sometimes less is more, like with these sweet potatoes for theme 6 of the food photography challenge for @TLPlantation | I found these guys at the Andersonville farmers market and was… https://t.co/2fwniBXZL5",Not Business,sweet potatoes,,
732,733.0,"@EdClarkPiano  will be out at the Illinois Products Farmers' Market from 5-7 today.

https://t.co/yYcuuxcuxb https://t.co/o8J52RmREP",Not Business,,business,
733,734.0,We tried to get Louis in on the pic but he was busy in the bounce house. @ Soulard Farmers Market https://t.co/xo9RhbX6ea,Not Business,,,
734,735.0,@potatoislike Yo they always have em at the farmers market tho,Not Business,,,
735,736.0,"Read Wicker Park Farmers Market: Vendors, Transit, Parking https://t.co/unizgcxOLF #albanypark",Not Business,"transit, parking",,
736,737.0,Stone soup served at farmers market to a long line of Oak Parkers. #dooper #doopers #stonesoup #traditional #oakparkeats @ Oak Park Farmer's Market https://t.co/m8sXVzEe5d,Not Business,served,business,
737,738.0,"The 2018 #FarmersMarket in @SchaumburgIL—featuring locally-produced fruits, vegetables, baked goods and more—will open Friday, June 1 and run every Friday through the end of October. https://t.co/iRBMmOxQce https://t.co/KWuejT0RDt",Not Business,"locally produced, fruits, vegetables",business,
738,739.0,Today's CSA box came with the deliciously rare 'U'cumber. #CSA #FarmersMarket https://t.co/FQ6PZJKlVK,Not Business,"deliciously, cumber",,
739,740.0,Why A Farmers Market? https://t.co/KInIndW5Yf https://t.co/dnl2S56EXb,Not Business,,,
740,741.0,I went to my first farmers market today and this is 100% true. So many good doggos today https://t.co/L82t183Shr,Not Business,true. ,,
741,742.0,Come check out our fall soaps this Saturday 8am-noon. At the @twincitymarket #naturalsoaps @ Twin City Farmers Market https://t.co/v9olkNImJu,Not Business,come check out this.,business,
742,743.0,"Christmas in July!
Join us today at the Huntley Farmers Market.
Small bags of large carrot treats are BOGO at the market only!

#allnaturaldogtreats #homemadedogtreats #craftbeer… https://t.co/KTYgsxPi2X",Not Business,"join us today at, carrot",business,
743,744.0,"I never knew this location existed until now. What a cute farmers market! #SundayFunday #MothersDay (@ Logan Square Farmers Market in Chicago, IL w/ @markprad) https://t.co/7JnTUAD1Wk",Not Business,cute,,
744,745.0,"Just missed dad and that baby smh (@ Beverly Farmers Market in Chicago, IL) https://t.co/zw4MhN0bqB",Not Business,"dad, baby",,
745,746.0,"@dblOneg @larry_earle @SenSanders Well, lucky you. Our farmers market is more expensive than the grocery store.",Not Business,more expensive,,
746,747.0,"I made farmers market brunch: German butterball potato pancakes, fried okra and frizzled eggs (browned butter & crispy sage) https://t.co/gULswCCQP0",Not Business,"potato, okra",,
747,748.0,".@EILEENFISHERNY is having a Fall Event on Saturday 9/15. Along with $30 OFF of $50 Coupon (SOME EXCLUSIONS APPLY), they will be hosting a mini Farmers Market with @wchproduce! They will be in the store from 10-12pm to help usher in #Fall. @chicagobotanic https://t.co/yxHTiGVreW",Not Business,"event, coupon",,
748,749.0,Farmers markets promote community in 2018 season: The Cabot Farmers’ Market is more than just a… https://t.co/c1Yv0msTSH https://t.co/Z01VAy5GoH,Not Business,,,
749,750.0,"peter_joffrion: RT FarmAid: It's #NationalFarmersMarketWeek and we're celebrating by sharing facts about how shopping at farmers markets can impact family farmers and your community as a whole.  👩‍🌾👨‍🌾

43% of farmers at farmers markets have been far… https://t.co/38NbnYddkz",Not Business,"community, family",,
750,751.0,"Today we celebrate #NationalFarmersDay, but frankly, the American Farmer and the farmers in the 2nd Illinois Congressional District should be celebrated every day. Thank a farmer today. You can start by shopping at one of the many Farmers' Markets throughout #IL2. https://t.co/lKsmGm5oB1",Not Business,celebrated,,
751,752.0,"This is just a reminder, there is NO FARMERS MARKET this week or next week. We will see you on Thursday, September 13th. https://t.co/n6W4uCpYeY",Not Business,"reminder, see you",business,
752,753.0,Upcoming Event: Huntley Farmers Market - 8/18/2018  https://t.co/1fV0RdNv8O,Not Business,upcoming event,business,
753,754.0,"Start your Saturday with a visit to the 61st Street #FarmersMarket, located at 61st/Dorchester. Open from 9am-2pm. #Woodlawn #HydeParkChicago https://t.co/ASIcTRCQrd",Not Business,"visit, located at",business,
754,755.0,"Brief rain and the sun's back out!  Here until 7pm today @avillechamber

#chicagosbest #vegan #tofu #tofusalads @ Andersonville Farmers Market https://t.co/pK91poamOO",Not Business,,,
755,756.0,Go to your local farmers market to enjoy richer and more nutritious produce - https://t.co/sKirZvZfiv https://t.co/JYYe94pqFo,Not Business,"richer, nutritious",business,
756,757.0,"Come on out to the Riverside Farmers' Market, say hello, grab some hot or cold coffee & check out all the amazing vendors. 

Every Wednesday 2:30-7PM
June 6 - Oct 10
10 Pine Avenue
(Centennial Plaza near the Historic Water Tower) @RiversdeFarmMkt #dripcoffee #pourover #coldbrew https://t.co/AHbxLht62S",Not Business,"amazing vendors, coffee",business,
757,758.0,"Oak Park-area volunteers are hitting the farmers market every week to build support for a 100% clean energy economy. Sign up  to help collect petitions at the Oak Park Farmers Market Saturdays through the end of September. #ReadyFor100

https://t.co/VV8mq0eg68",Not Business,"sign up, volunteers",,promotors
758,759.0,Daley Plaza Farmers Market on #Yelp: Someof my fresh produce finds at the market https://t.co/5IlJftD8ty,Not Business,fresh produce,,
759,760.0,"Today on the ""Illinois Town & Country Partners"" radio program we'll talk to the @IALCouncil about retirement readiness and with the Belleville Chamber of Commerce about farmers markets.  Listen on your local radio station or here: https://t.co/jHevax7HUO https://t.co/EZhNMbziLQ",Not Business,,,
760,761.0,"Lincoln Square Farmers Market - Cooking Demo, live music, food,drinks https://t.co/9wMiilXVo2",Not Business,"live music, cooking",,
