Sentences,Label 
"It's more accurately about 8-10 booths set up in a church parking lot, and only half of them have food (produce, baked goods, and the other staples you would expect at a farmer's market).",environment
I was definitely disappointed.,Non-relevant
"I wasn't expecting the same size as Lincoln Park's, but this was a bit pathetic to be frank.",environment
"I'd save my time if I were you, but if you insist on trying it out, it takes place on Thursdays from 4-8pm.",Non-relevant
"Uhh......this is hardly a ""farmers"" market.",Non-relevant
It's mostly people selling a bunch of junk.,quality
"There is some fruit and vegetables, but not much.",availability
Fun place to shop for pumpkins.,environment
They have a wicked selection to choose from.,availability
They were $7-10 per pumpkin.,Non-relevant
We got there when the guy was bringing them straight from the field!,Non-relevant
Fresh ones last longer. ;-),quality
"Randy's also sells apple cider, frosted cookies, pumpkin carving tools, decorations, and a few root vegetables.",availability
It looked like they have a little more going on during the weekend with hot food and hayrack rides.,Non-relevant
Be sure to take your picture with one of the wooden pop-ups they have built.,Non-relevant
Super cute!,environment
"Randy's is a fun place to visit during the Halloween season, just be sure to pack your wallet.",environment
I have been very disappointed.,Non-relevant
We went there the first time a few months ago.,Non-relevant
There hours said open.,Non-relevant
Even the sign stated their opening time.,Non-relevant
We waited 20 minutes in the parking lot and they never opened.,environment
Then I took my son there to have a fun day to find out the rides are only available during the weekend.,environment
Okay I understand it because school is in session but there are still moms that have preschoolers and while the weather is nice is looking for some fun things to do.,environment
I am sure a group of moms looking for a play date would agree.,Non-relevant
But it wasn't just the fact that the rides were not available but the lady at the desk was so rude.,Non-relevant
She was not personable or anything.,Non-relevant
Almost like she tried to be belittling.,Non-relevant
But honey your no better then the next.,Non-relevant
I don't think Ill ever waste my time going there again.,Non-relevant
I'd rather pay a little bit more and know that I wont be stressed by people showing up late and people being ignorant.,Non-relevant
We go here every year for pumpkins but on top of that they have rides for the kids and a little vegetable stand inside.,environment
We love coming here because it is so interactive for the whole family.,environment
"I'm giving them a 3, I only bought corn but I wouldn't go back for it, wasn't very good or fresh.",quality
I gave an extra star because the employees are friendly.,environment
I feel as though this place is waiting for the land price to increase to the point where they can sell.,environment
It's very expensive to buy things here.,environment
"Awesome radishes, lettuce, tomatoes and even hanging baskets.",availability
"They grow organic, pesticide-free veggies out in Indiana.",quality
"They go to Covington, Crawfordsville and Danville farmers markets.",Non-relevant
"They also have onion, cucumber, and bok choi.",availability
"And, there is a pumpkin patch!",availability
Love this place!,Non-relevant
"Tons of apples (especially Honeycrisp), none of the poor animals sitting out in the sun that so many other places have, and the people who work here are very kind.",environment
"It's not terribly crowded, either, and they have a cute shop for lunch with hot dogs and pulled pork sandwiches.",environment
Note about September 2018: the mosquitoes are INSANE.,safety
"BRING INDUSTRIAL STRENGTH BUG SPRAY, and you'll be fine.",safety
