No.,Tweet,Label,Words,Notes,Contributor
669,Upcoming Event: Hinsdale Farmers Market 2018 Season - 7/2/2018  https://t.co/nKD9mUAlKy,NR,,Business,
670,Celebrate Farmers Market Week by riding to North End Market on a LimeBike.  Triple your SNAP $ on Saturday! @LinkUpIL @RockfordHousing https://t.co/SKe8iItVf2,NR,,Business,
671,"I'm at Soulard Farmers Market in Saint Louis, MO https://t.co/LCL4rx6vlF",NR,,,
672,"Lincoln Square Ravenswood Farmers Market Vendors, Schedule https://t.co/Bk0XGQUsDZ",NR,,,
673,"""As area farmers markets begin to open for the season, bringing fresh produce to many south suburban locations, a harsh reality blights the popular mantra that, when it comes to good nutrition, nothing beats freshly picked fruits and vegetables."" https://t.co/paU8YZqEtu",quality,"freshly, nutrition",,
674,Classic Marmo keychains are flying off the shelves. Berwyn farmers market til one. Come get a tee or music bundle or Marmo! #toys #music #farmersmarket #berwyn #merch… https://t.co/fm3Ld2SxTa,NR,,Business,
675,"The Antioch's Farmers Market will be back this week.
Thursday, September 13th starting at 3:00 pm - 7:00 pm right at 900 Skidmore Drive. (In front of the Bandshell) 
See you Thursday. https://t.co/m583SKh9Jm",NR,,Business,
676,a little rain wasn’t going to deter me from getting an apple tarte from the sweet french nuns from st. roger’s abbey 💁🏽‍♀️🇫🇷🍎 @ Independence Park Farmers Market Chicago https://t.co/y3oZqqlNuB,quality,sweet,,
677,"It's only rain... come on out and support your local farmers market.
#rollickingbuckaroopepperjam is sampling here until 130pmpark https://t.co/yP16katE6Q",NR,,Business,
678,"Byron Center Farmers Market opens THIS Saturday, May 5 from 9am - 2pm. New location in @TangerOutlets parking lot.   https://t.co/dwzFefF1zZ @ByronCenterCham",NR,,Business,
679,"Quality chalking in advance of Plant Chicago’s farmers market on Saturday, June 2.  Get food from @PHBakery @whinerbeer @bikeabee @4LWCoffee and more! https://t.co/LuLxFFCbrN",NR,,Business,
680,Did the farmers market choose the hammer dulcimer  or did the hammer dulcimer choose the farmers market?,environment,"hammer, dulcimer",,
681,Stop by and visit the Tazewell County Pregnancy Resource Center’s stand today at the Pekin Farmers Market!  It’s a beautiful day to come down for lunch outdoors and have a look around. We hope to see you... https://t.co/6qi9M3lRLh,NR,,Business,
682,Farmers market in Davenport opens back up Saturday morning☀️☀️,NR,,Business,
683,"@JaneHirt I'll be at a farmers market tomorrow EARLY to make sure I get mine.🌽
I was shutout at Arlington Heights last Saturday. I'll drive up to the Harvard farmstand if I have to.😂",NR,,,
684,"Sun-soakin’ bulges in the shade (peaches), now available! 🍑! (@ Downtown Bloomington Farmers' Market in Bloomington, IL) https://t.co/QMGWD7FIQd https://t.co/z3XBkYJ258",NR,,Business,
685,Your opinion matters and we want your feedback! Please take a minute to share your thoughts on the Downtown Crystal Lake Farmers Market!  Open to ALL--including those that don't… https://t.co/6iO4YtABOy,NR,,,
686,"Mike McNeil, a legendary Farmers' Market artist,  has an art show opening tomorrow at Ryburn Place in Normal. Check it out! https://t.co/cEubTjLnwQ",NR,,Business,
687,"It's National Farmers Market Week and we are proud to have Cedillo's Fresh Produce growing at our Eat to Live Incubator Farm in Chicago. To support Eat to Live, and our other programs, join us at our Harvest Moon Dinner on 9/13! https://t.co/lO6e5mrZoP #nationalfarmersmarketweek https://t.co/2RKD3ECjZ9",NR,,Business,
688,Friday Night Concerts & Farmers Market Back on the Square for the Season https://t.co/fxjSic0gsH https://t.co/QemkHTSFaA,environment,concerts,,
689,I got to be a judge in the 2nd Annual Oak Park Farmer's Market Pie Bake-Off! I'm wearing the judge's ribbon for the rest of the day and will judge you all accordingly. #pie #OakPark @oakparkeats #farmersmarket  @OakPark https://t.co/MLMJy8qnCN,environment,"judge, bake-off",,
690,Good night 💤 Annie 💫 @txstarkeeper hope you sell everything at your Farmers Market🍐🧀 https://t.co/7teSXbPcpL,availability,"sell, everything",,
691,Lake Barrington farmers market returns https://t.co/tKX2yVYqA3,NR,,Business,
692,"I'm at Division Street Farmers Market in Chicago, IL https://t.co/pALuu8PW5q https://t.co/9atJdXUOSE",NR,,Business,
693,We are at the Fox Lake Farmers Market today til 8:00. Come try a slice of the wood fired pan pizza! https://t.co/li3MqVa6Op,NR,,Business,
694,I bought my yogamat for .002 bitcoin at the farmers market.,economics,bitcoin,,
695,PHOTOS: Woodstock Farmer's Market opens for season https://t.co/56bLYhg0K3 https://t.co/77hQrwN2UP,NR,,Business,
696,The Andersonville farmers market only exists for cruising,environment,cruising,,
697,Take advantage of your local #FarmersMarket to get healthier fruits and veggies - https://t.co/QOTFbeIy4T https://t.co/t55hDRBZSx,NR,,Business,
698,Roselyn wants to share some Amber Grain Bushels with you in FarmVille! https://t.co/pFVKa4WoPk,NR,,Business,
699,A baked potato thickens this corn soup and pickled jalapenos give it a spicy kick.  https://t.co/wPfDE7NBsV,NR,,,
700,Watch @elder_tina's broadcast: Homewood Farmers Market Address https://t.co/OlBQCO6gdg,NR,,,
701,"@SeattleEine @wisebread I've negotiated at flea markets before, but didn't know you can do that at farmers markets, thanks for the tip! #WBChat",economics,negotiated,,
702,"The 61st St. Farmer’s Market is indoors this Saturday, from 9am-2pm! Tour @10:30! @61market #diabetes #freshproduce 
https://t.co/E3qgZB352D",NR,,Business,
703,This Craft Nation has invaded! — at South Haven Farmers Market https://t.co/UFMWiu7T4n,NR,,Business,
704,Clarendon Hills Farmers Market on #Yelp: Sour cherries https://t.co/TxdtlONdsr,NR,,,
705,#HealthTip: Choose your local farmers market to help out your local economy. https://t.co/HSX72mziAC https://t.co/X06nFKtvve,NR,,Business,
706,Some food stamp recipients may soon lose access to farmers market benefits https://t.co/gGfNJEspjG,economics,"lose, benefits, stamps",,
707,Grayslake Farmers' Market Tour: https://t.co/SXJznbtpkO via @YouTube,NR,,Business,
708,#michigan asparagus @ opening day of #Chicago #FarmersMarket season #localfood https://t.co/BaPU89huUX,NR,,Business,
709,Woodstock Farmers Market Summer Market Opening Soon https://t.co/iakgi2udNT,NR,,Business,
710,Perfect weather for The Hyde Park Farmers Market! #GetFreshThurs https://t.co/glT8KRRcH9,NR,,Business,
711,.@BenUFO's cousin bout to rock this farmers market #b2b #dayparty https://t.co/3WrUZm6vYi,NR,,,
712,Again today at the awesome Ravenswood Farmers Market. Come for some refreshing cold brew and nitro. #blackfodder @ Ravenswood Farmers Market https://t.co/633LRvrSXX,NR,,Business,
713,#HealthTip: Visit your local #FarmersMarket to to be #healthy with fresher veggies. https://t.co/IiAI1BMdG7 https://t.co/BEA9eYAEHb,quality,"health, fresher",,
714,Opening day!! Come out to the parking lot next to First Baptist Church for the first day of the Main Street Farmers Market!!,NR,,Business,
715,Upcoming Event: Hinsdale Farmers Market 2018 Season - 7/9/2018  https://t.co/BeJBKEczrx,NR,,Business,
716,"Mike Felten has a show on 10/13/2018 at 10:00 AM @ Park Ridge Farmers Market in Park Ridge, IL https://t.co/Je9mpOTQ9X https://t.co/FXJ105SSSK",NR,,Business,
717,@plantchicago Farmers Market is underway.  Waffles anyone? @ Whiner Beer Company https://t.co/idK2JhBr5l,NR,,Business,
718,Village of Lake Barrington Farmers’ Market  Opens for 2018 Season https://t.co/98bEhK0fY7,NR,,Business,
719,"Stop by and see us at the Old Capitol Farmers Market! We are on the corner of Fourth and Adams streets. You can enter for a chance to win a NutriBULLET Pro, nine-piece set; two 24-oz. Tervis Tumblers; two Yeti... https://t.co/Ka4hBaagt2",NR,,Business,
720,"Tomorrow's Concert ""28 Days"" music starts at 7:30 pm at the William E. Brook Entertainment Center, 900 Skidmore, Antioch.
Don't forget about the Farmers Market, at the bandshell. 3:00 pm - 7:00 pm 
Come to the Market, Stay for the Music. https://t.co/gDJSsT4cXW",NR,,Business,
721,"Get on over to @Northcenter to visit their #farmersmarket! Find out more info in the StreetWise Farmer's Market Guide, OUT NOW! https://t.co/vEUisCnCXX",NR,,Business,
722,"Back in the Bay, cherries from the farmers market, Anchor steam and a clam chowder (not pictured)...what more do you need?.....a placement! https://t.co/CWF4pSpOqk",availability,cherries,,
723,"Farmers’ Market farmers know how to treat their animals. At the market, you’ll find meats, eggs, and cheeses that come from animals who have grazed on green grass and eaten natural diets. Animals who are free of... https://t.co/0Wwg7g7kfb",availability,"animals, meats, eggs, cheeses",,
724,"This Week’s Schedule:

Wednesday 3-7 pm Farmers Market at St. John's - Naperville, Illinois

Thursday 3-7 pm 95th Street #FarmersMarket - Naperville, Illinois @ Naperville Public Library’s 95th Street Branch... https://t.co/lvoB5e5TRO",NR,,business,
725,We’ll be in #downtownelginil this Friday at 5:30-7pm for the farmers market on Grove Ave. Come check it out! It’s gotten great reviews: https://t.co/7VXMumoU4q,NR,,business,
726,Today was an amazing showing for peace villages first ever farmers market!@mcl_katiekunkel @mcl_katiekunkel @bethebenchmark https://t.co/k178qWy0wf,environment,show,,
727,"We went to visit the Low-line farmers market this evening to see our friends @farinataproject and cookieyumchi   
.
We were hopeful to be able to participate in the market this summer too,… https://t.co/6NgHbGFPAR",environment,"visit, see friends",,
728,Farmers Market oh yaaaaas 🌻,NR,yaaaaas,,consummers
729,A couple more pics from last night at the Elgin Farmers Market.,NR,,,consummers
730,"The annual Friends of the Farmers' Market recruitment night is set for 7:30-8:30 pm next Tues., May 8 at @oakparklibrary. This informal orientation session is intended for anyone interested in volunteering/learning more about the #OakPark Farmers' Market. https://t.co/mIGxkAVIUZ https://t.co/SWVOUETOFz",environment,"volunteering, learning, recruitment, friends",,
731,Tune in to @WCIA3 this morning at 9 for Champaign Farmers Market updates from Sarah! https://t.co/xtll9F1zzp,NR,,,consummers
732,"Sometimes less is more, like with these sweet potatoes for theme 6 of the food photography challenge for @TLPlantation | I found these guys at the Andersonville farmers market and was… https://t.co/2fwniBXZL5",availability,sweet potatoes,,
733,"@EdClarkPiano  will be out at the Illinois Products Farmers' Market from 5-7 today.

https://t.co/yYcuuxcuxb https://t.co/o8J52RmREP",NR,,business,
734,We tried to get Louis in on the pic but he was busy in the bounce house. @ Soulard Farmers Market https://t.co/xo9RhbX6ea,NR,,,
735,@potatoislike Yo they always have em at the farmers market tho,NR,,,
736,"Read Wicker Park Farmers Market: Vendors, Transit, Parking https://t.co/unizgcxOLF #albanypark",convenience,"transit, parking",,
737,Stone soup served at farmers market to a long line of Oak Parkers. #dooper #doopers #stonesoup #traditional #oakparkeats @ Oak Park Farmer's Market https://t.co/m8sXVzEe5d,NR,served,business,
738,"The 2018 #FarmersMarket in @SchaumburgIL—featuring locally-produced fruits, vegetables, baked goods and more—will open Friday, June 1 and run every Friday through the end of October. https://t.co/iRBMmOxQce https://t.co/KWuejT0RDt",NR,"locally produced, fruits, vegetables",business,
739,Today's CSA box came with the deliciously rare 'U'cumber. #CSA #FarmersMarket https://t.co/FQ6PZJKlVK,availability,"deliciously, cumber",,
740,Why A Farmers Market? https://t.co/KInIndW5Yf https://t.co/dnl2S56EXb,NR,,,
741,I went to my first farmers market today and this is 100% true. So many good doggos today https://t.co/L82t183Shr,quality,true. ,,
742,Come check out our fall soaps this Saturday 8am-noon. At the @twincitymarket #naturalsoaps @ Twin City Farmers Market https://t.co/v9olkNImJu,NR,come check out this.,business,
743,"Christmas in July!
Join us today at the Huntley Farmers Market.
Small bags of large carrot treats are BOGO at the market only!

#allnaturaldogtreats #homemadedogtreats #craftbeer… https://t.co/KTYgsxPi2X",NR,"join us today at, carrot",business,
744,"I never knew this location existed until now. What a cute farmers market! #SundayFunday #MothersDay (@ Logan Square Farmers Market in Chicago, IL w/ @markprad) https://t.co/7JnTUAD1Wk",environment,cute,,
745,"Just missed dad and that baby smh (@ Beverly Farmers Market in Chicago, IL) https://t.co/zw4MhN0bqB",environment,"dad, baby",,
746,"@dblOneg @larry_earle @SenSanders Well, lucky you. Our farmers market is more expensive than the grocery store.",economics,more expensive,,
747,"I made farmers market brunch: German butterball potato pancakes, fried okra and frizzled eggs (browned butter & crispy sage) https://t.co/gULswCCQP0",availability,"potato, okra",,
748,".@EILEENFISHERNY is having a Fall Event on Saturday 9/15. Along with $30 OFF of $50 Coupon (SOME EXCLUSIONS APPLY), they will be hosting a mini Farmers Market with @wchproduce! They will be in the store from 10-12pm to help usher in #Fall. @chicagobotanic https://t.co/yxHTiGVreW",environment,"event, coupon",,
749,Farmers markets promote community in 2018 season: The Cabot Farmers’ Market is more than just a… https://t.co/c1Yv0msTSH https://t.co/Z01VAy5GoH,NR,,,
750,"peter_joffrion: RT FarmAid: It's #NationalFarmersMarketWeek and we're celebrating by sharing facts about how shopping at farmers markets can impact family farmers and your community as a whole.  👩‍🌾👨‍🌾

43% of farmers at farmers markets have been far… https://t.co/38NbnYddkz",environment,"community, family",,
751,"Today we celebrate #NationalFarmersDay, but frankly, the American Farmer and the farmers in the 2nd Illinois Congressional District should be celebrated every day. Thank a farmer today. You can start by shopping at one of the many Farmers' Markets throughout #IL2. https://t.co/lKsmGm5oB1",environment,celebrated,,
752,"This is just a reminder, there is NO FARMERS MARKET this week or next week. We will see you on Thursday, September 13th. https://t.co/n6W4uCpYeY",NR,"reminder, see you",business,
753,Upcoming Event: Huntley Farmers Market - 8/18/2018  https://t.co/1fV0RdNv8O,NR,upcoming event,business,
754,"Start your Saturday with a visit to the 61st Street #FarmersMarket, located at 61st/Dorchester. Open from 9am-2pm. #Woodlawn #HydeParkChicago https://t.co/ASIcTRCQrd",NR,"visit, located at",business,
755,"Brief rain and the sun's back out!  Here until 7pm today @avillechamber

#chicagosbest #vegan #tofu #tofusalads @ Andersonville Farmers Market https://t.co/pK91poamOO",NR,,,
756,Go to your local farmers market to enjoy richer and more nutritious produce - https://t.co/sKirZvZfiv https://t.co/JYYe94pqFo,NR,"richer, nutritious",business,
757,"Come on out to the Riverside Farmers' Market, say hello, grab some hot or cold coffee & check out all the amazing vendors. 

Every Wednesday 2:30-7PM
June 6 - Oct 10
10 Pine Avenue
(Centennial Plaza near the Historic Water Tower) @RiversdeFarmMkt #dripcoffee #pourover #coldbrew https://t.co/AHbxLht62S",environment,"amazing vendors, coffee",business,
